ID,CredIssueEntID,CredIssueUserID,CredIssueTime,CredIssueAmount,Event1,Event2,Event3,Event4
60051,AAAAAAAA,AA12345678aa00000090,2017-02-11 09:36:45,71816.0,1,0,0,0
60052,AAAAAAAA,AA12345678aa00000058,2017-02-11 09:47:06,6693.0,1,0,0,0
60053,AAAAAAAA,AA12345678aa00000066,2017-02-11 09:44:42,38091.0,1,0,0,0
60054,AAAAAAAA,AA12345678aa00000018,2017-02-11 09:51:10,36461.0,1,0,0,0
60055,AAAAAAAA,AA12345678aa00000050,2017-02-11 09:45:28,58635.0,1,0,0,0
60056,AAAAAAAA,AA12345678aa00000097,2017-02-11 09:18:06,66388.0,1,0,0,0
60057,AAAAAAAA,AA12345678aa00000013,2017-02-11 09:52:44,81392.0,1,0,0,0
60058,AAAAAAAA,AA12345678aa00000017,2017-02-11 09:37:29,52039.0,1,0,0,0
60059,AAAAAAAA,AA12345678aa00000087,2017-02-11 09:14:34,34710.0,1,0,0,0
60060,AAAAAAAA,AA12345678aa00000041,2017-02-11 09:37:38,92958.0,1,0,0,0
60061,AAAAAAAA,AA12345678aa00000046,2017-02-11 09:10:20,90325.0,1,0,0,0
60062,AAAAAAAA,AA12345678aa00000028,2017-02-11 09:06:05,17576.0,1,0,0,0
60063,AAAAAAAA,AA12345678aa00000079,2017-02-11 09:46:17,65414.0,1,0,0,0
60064,AAAAAAAA,AA12345678aa00000009,2017-02-11 09:30:39,42980.0,1,0,0,0
60065,AAAAAAAA,AA12345678aa00000049,2017-02-11 09:00:17,93419.0,1,0,0,0
60066,AAAAAAAA,AA12345678aa00000020,2017-02-11 09:42:42,59472.0,1,0,0,0
60067,AAAAAAAA,AA12345678aa00000020,2017-02-11 09:52:42,8026.0,1,0,0,0
60068,AAAAAAAA,AA12345678aa00000014,2017-02-11 09:17:26,68222.0,1,0,0,0
60069,AAAAAAAA,AA12345678aa00000056,2017-02-11 09:16:52,63028.0,1,0,0,0
60070,AAAAAAAA,AA12345678aa00000039,2017-02-11 09:36:19,55788.0,1,0,0,0
60071,AAAAAAAA,AA12345678aa00000037,2017-02-11 09:45:06,10990.0,1,0,0,0
60072,AAAAAAAA,AA12345678aa00000081,2017-02-11 09:12:14,47619.0,1,0,0,0
60073,AAAAAAAA,AA12345678aa00000044,2017-02-11 09:26:04,49217.0,1,0,0,0
60074,AAAAAAAA,AA12345678aa00000076,2017-02-11 09:55:22,14289.0,1,0,0,0
60075,AAAAAAAA,AA12345678aa00000072,2017-02-11 09:35:46,91540.0,1,0,0,0
60076,AAAAAAAA,AA12345678aa00000050,2017-02-11 09:41:30,35319.0,1,0,0,0
60077,AAAAAAAA,AA12345678aa00000016,2017-02-11 09:03:45,20206.0,1,0,0,0
60078,AAAAAAAA,AA12345678aa00000032,2017-02-11 09:52:39,96817.0,1,0,0,0
60079,AAAAAAAA,AA12345678aa00000045,2017-02-11 09:43:59,69268.0,1,0,0,0
60080,AAAAAAAA,AA12345678aa00000048,2017-02-11 09:38:57,34627.0,1,0,0,0
60081,AAAAAAAA,AA12345678aa00000060,2017-02-11 09:19:51,5828.0,1,0,0,0
60082,AAAAAAAA,AA12345678aa00000078,2017-02-11 09:08:11,91680.0,1,0,0,0
60083,AAAAAAAA,AA12345678aa00000042,2017-02-11 09:54:23,59473.0,1,0,0,0
60084,AAAAAAAA,AA12345678aa00000093,2017-02-11 09:12:13,34667.0,1,0,0,0
60085,AAAAAAAA,AA12345678aa00000020,2017-02-11 09:49:06,51558.0,1,0,0,0
60086,AAAAAAAA,AA12345678aa00000069,2017-02-11 09:51:26,79368.0,1,0,0,0
60087,AAAAAAAA,AA12345678aa00000005,2017-02-11 09:22:21,82219.0,1,0,0,0
60088,AAAAAAAA,AA12345678aa00000071,2017-02-11 09:30:19,64373.0,1,0,0,0
60089,AAAAAAAA,AA12345678aa00000002,2017-02-11 09:41:18,9609.0,1,0,0,0
60090,AAAAAAAA,AA12345678aa00000062,2017-02-11 09:42:34,50798.0,1,0,0,0
60091,AAAAAAAA,AA12345678aa00000025,2017-02-11 09:35:18,84227.0,1,0,0,0
60092,AAAAAAAA,AA12345678aa00000056,2017-02-11 09:31:24,24336.0,1,0,0,0
60093,AAAAAAAA,AA12345678aa00000078,2017-02-11 09:22:02,30317.0,1,0,0,0
60094,AAAAAAAA,AA12345678aa00000035,2017-02-11 09:28:40,24684.0,1,0,0,0
60095,AAAAAAAA,AA12345678aa00000034,2017-02-11 09:33:21,88356.0,1,0,0,0
60096,AAAAAAAA,AA12345678aa00000076,2017-02-11 09:53:29,93334.0,1,0,0,0
60097,AAAAAAAA,AA12345678aa00000016,2017-02-11 09:58:53,78018.0,1,0,0,0
60098,AAAAAAAA,AA12345678aa00000076,2017-02-11 09:44:45,44862.0,1,0,0,0
60099,AAAAAAAA,AA12345678aa00000061,2017-02-11 09:29:33,99519.0,1,0,0,0
60100,AAAAAAAA,AA12345678aa00000022,2017-02-11 09:55:28,29610.0,1,0,0,0
60101,AAAAAAAA,AA12345678aa00000071,2017-02-11 09:53:11,59976.0,1,0,0,0
60102,BBBBBBBB,BB12345678aa00000061,2017-02-12 10:46:17,27792.0,1,0,0,0
60103,BBBBBBBB,BB12345678aa00000050,2017-02-12 10:40:52,25481.0,1,0,0,0
60104,BBBBBBBB,BB12345678aa00000182,2017-02-12 10:53:17,13463.0,1,0,0,0
60105,BBBBBBBB,BB12345678aa00000097,2017-02-12 10:21:48,71432.0,1,0,0,0
60106,BBBBBBBB,BB12345678aa00000055,2017-02-12 10:44:54,70855.0,1,0,0,0
60107,BBBBBBBB,BB12345678aa00000035,2017-02-12 10:58:23,59253.0,1,0,0,0
60108,BBBBBBBB,BB12345678aa00000119,2017-02-12 11:08:06,98420.0,1,0,0,0
60109,BBBBBBBB,BB12345678aa00000068,2017-02-12 11:06:46,99103.0,1,0,0,0
60110,BBBBBBBB,BB12345678aa00000154,2017-02-12 11:00:15,35683.0,1,0,0,0
60111,BBBBBBBB,BB12345678aa00000034,2017-02-12 10:24:47,97746.0,1,0,0,0
60112,BBBBBBBB,BB12345678aa00000112,2017-02-12 10:19:06,79595.0,1,0,0,0
60113,BBBBBBBB,BB12345678aa00000166,2017-02-12 11:04:32,84287.0,1,0,0,0
60114,BBBBBBBB,BB12345678aa00000087,2017-02-12 10:46:53,42956.0,1,0,0,0
60115,BBBBBBBB,BB12345678aa00000087,2017-02-12 10:44:52,68419.0,1,0,0,0
60116,BBBBBBBB,BB12345678aa00000171,2017-02-12 10:46:39,25504.0,1,0,0,0
60117,BBBBBBBB,BB12345678aa00000014,2017-02-12 10:37:56,12826.0,1,0,0,0
60118,BBBBBBBB,BB12345678aa00000070,2017-02-12 10:52:02,97302.0,1,0,0,0
60119,BBBBBBBB,BB12345678aa00000043,2017-02-12 10:38:12,35572.0,1,0,0,0
60120,BBBBBBBB,BB12345678aa00000058,2017-02-12 11:03:56,84493.0,1,0,0,0
60121,BBBBBBBB,BB12345678aa00000107,2017-02-12 10:53:38,84261.0,1,0,0,0
60122,BBBBBBBB,BB12345678aa00000139,2017-02-12 10:15:03,68075.0,1,0,0,0
60123,BBBBBBBB,BB12345678aa00000049,2017-02-12 10:32:57,64233.0,1,0,0,0
60124,BBBBBBBB,BB12345678aa00000121,2017-02-12 10:28:27,82564.0,1,0,0,0
60125,BBBBBBBB,BB12345678aa00000171,2017-02-12 10:36:51,77839.0,1,0,0,0
60126,BBBBBBBB,BB12345678aa00000039,2017-02-12 10:50:54,56034.0,1,0,0,0
60127,BBBBBBBB,BB12345678aa00000179,2017-02-12 10:34:16,77724.0,1,0,0,0
60128,BBBBBBBB,BB12345678aa00000013,2017-02-12 11:04:14,25359.0,1,0,0,0
60129,BBBBBBBB,BB12345678aa00000011,2017-02-12 10:55:58,69338.0,1,0,0,0
60130,BBBBBBBB,BB12345678aa00000078,2017-02-12 10:32:53,27152.0,1,0,0,0
60131,BBBBBBBB,BB12345678aa00000165,2017-02-12 10:27:32,10782.0,1,0,0,0
60132,BBBBBBBB,BB12345678aa00000106,2017-02-12 10:22:37,84671.0,1,0,0,0
60133,BBBBBBBB,BB12345678aa00000027,2017-02-12 11:08:58,54034.0,1,0,0,0
60134,BBBBBBBB,BB12345678aa00000112,2017-02-12 10:33:44,45486.0,1,0,0,0
60135,BBBBBBBB,BB12345678aa00000017,2017-02-12 10:44:10,15684.0,1,0,0,0
60136,BBBBBBBB,BB12345678aa00000028,2017-02-12 10:13:39,38772.0,1,0,0,0
60137,BBBBBBBB,BB12345678aa00000094,2017-02-12 10:15:23,7033.0,1,0,0,0
60138,BBBBBBBB,BB12345678aa00000028,2017-02-12 10:18:54,22875.0,1,0,0,0
60139,BBBBBBBB,BB12345678aa00000192,2017-02-12 10:49:11,2013.0,1,0,0,0
60140,BBBBBBBB,BB12345678aa00000083,2017-02-12 10:48:39,12686.0,1,0,0,0
60141,BBBBBBBB,BB12345678aa00000058,2017-02-12 10:49:12,84835.0,1,0,0,0
60142,BBBBBBBB,BB12345678aa00000084,2017-02-12 10:38:10,17443.0,1,0,0,0
60143,BBBBBBBB,BB12345678aa00000071,2017-02-12 11:09:44,48485.0,1,0,0,0
60144,BBBBBBBB,BB12345678aa00000125,2017-02-12 10:59:00,68495.0,1,0,0,0
60145,BBBBBBBB,BB12345678aa00000108,2017-02-12 11:03:32,96357.0,1,0,0,0
60146,BBBBBBBB,BB12345678aa00000127,2017-02-12 10:25:05,14612.0,1,0,0,0
60147,BBBBBBBB,BB12345678aa00000108,2017-02-12 10:35:34,29117.0,1,0,0,0
60148,BBBBBBBB,BB12345678aa00000111,2017-02-12 10:30:18,42264.0,1,0,0,0
60149,BBBBBBBB,BB12345678aa00000047,2017-02-12 10:12:33,31167.0,1,0,0,0
60150,BBBBBBBB,BB12345678aa00000003,2017-02-12 10:37:19,59361.0,1,0,0,0
60151,BBBBBBBB,BB12345678aa00000114,2017-02-12 10:12:38,79228.0,1,0,0,0
60152,BBBBBBBB,BB12345678aa00000181,2017-02-12 10:20:19,17883.0,1,0,0,0
60153,BBBBBBBB,BB12345678aa00000141,2017-02-12 10:20:47,984.0,1,0,0,0
60154,BBBBBBBB,BB12345678aa00000178,2017-02-12 10:43:54,57733.0,1,0,0,0
60155,BBBBBBBB,BB12345678aa00000040,2017-02-12 10:19:26,75994.0,1,0,0,0
60156,BBBBBBBB,BB12345678aa00000173,2017-02-12 10:39:40,67549.0,1,0,0,0
60157,BBBBBBBB,BB12345678aa00000040,2017-02-12 11:00:01,39558.0,1,0,0,0
60158,BBBBBBBB,BB12345678aa00000113,2017-02-12 11:08:01,41941.0,1,0,0,0
60159,BBBBBBBB,BB12345678aa00000039,2017-02-12 11:10:45,79599.0,1,0,0,0
60160,BBBBBBBB,BB12345678aa00000037,2017-02-12 10:20:16,43643.0,1,0,0,0
60161,BBBBBBBB,BB12345678aa00000114,2017-02-12 10:15:42,72642.0,1,0,0,0
60162,BBBBBBBB,BB12345678aa00000171,2017-02-12 10:41:09,33904.0,1,0,0,0
60163,BBBBBBBB,BB12345678aa00000103,2017-02-12 10:33:14,22446.0,1,0,0,0
60164,BBBBBBBB,BB12345678aa00000030,2017-02-12 10:18:09,35005.0,1,0,0,0
60165,BBBBBBBB,BB12345678aa00000038,2017-02-12 10:27:28,20520.0,1,0,0,0
60166,BBBBBBBB,BB12345678aa00000192,2017-02-12 10:25:30,37915.0,1,0,0,0
60167,BBBBBBBB,BB12345678aa00000004,2017-02-12 10:22:56,69478.0,1,0,0,0
60168,BBBBBBBB,BB12345678aa00000163,2017-02-12 10:57:29,44722.0,1,0,0,0
60169,BBBBBBBB,BB12345678aa00000178,2017-02-12 10:27:47,26002.0,1,0,0,0
60170,BBBBBBBB,BB12345678aa00000135,2017-02-12 10:51:12,5420.0,1,0,0,0
60171,BBBBBBBB,BB12345678aa00000106,2017-02-12 10:28:27,62122.0,1,0,0,0
60172,BBBBBBBB,BB12345678aa00000067,2017-02-12 10:11:12,86173.0,1,0,0,0
60173,BBBBBBBB,BB12345678aa00000044,2017-02-12 10:38:28,27563.0,1,0,0,0
60174,BBBBBBBB,BB12345678aa00000067,2017-02-12 10:48:58,77581.0,1,0,0,0
60175,BBBBBBBB,BB12345678aa00000047,2017-02-12 10:29:20,82243.0,1,0,0,0
60176,BBBBBBBB,BB12345678aa00000169,2017-02-12 10:57:26,87057.0,1,0,0,0
60177,BBBBBBBB,BB12345678aa00000003,2017-02-12 10:44:54,10708.0,1,0,0,0
60178,BBBBBBBB,BB12345678aa00000009,2017-02-12 10:40:00,79040.0,1,0,0,0
60179,BBBBBBBB,BB12345678aa00000117,2017-02-12 10:46:29,9688.0,1,0,0,0
60180,BBBBBBBB,BB12345678aa00000179,2017-02-12 10:46:03,39679.0,1,0,0,0
60181,BBBBBBBB,BB12345678aa00000198,2017-02-12 11:06:24,59671.0,1,0,0,0
60182,BBBBBBBB,BB12345678aa00000084,2017-02-12 10:44:05,63341.0,1,0,0,0
60183,BBBBBBBB,BB12345678aa00000182,2017-02-12 10:32:20,71055.0,1,0,0,0
60184,BBBBBBBB,BB12345678aa00000134,2017-02-12 10:18:21,52427.0,1,0,0,0
60185,BBBBBBBB,BB12345678aa00000029,2017-02-12 10:40:44,30571.0,1,0,0,0
60186,BBBBBBBB,BB12345678aa00000145,2017-02-12 10:36:36,94738.0,1,0,0,0
60187,BBBBBBBB,BB12345678aa00000031,2017-02-12 11:05:33,34222.0,1,0,0,0
60188,BBBBBBBB,BB12345678aa00000022,2017-02-12 10:44:39,17513.0,1,0,0,0
60189,BBBBBBBB,BB12345678aa00000057,2017-02-12 11:05:17,2643.0,1,0,0,0
60190,BBBBBBBB,BB12345678aa00000117,2017-02-12 10:43:15,73909.0,1,0,0,0
60191,BBBBBBBB,BB12345678aa00000091,2017-02-12 10:46:58,51249.0,1,0,0,0
60192,BBBBBBBB,BB12345678aa00000144,2017-02-12 10:26:17,61266.0,1,0,0,0
60193,BBBBBBBB,BB12345678aa00000167,2017-02-12 10:32:37,49771.0,1,0,0,0
60194,BBBBBBBB,BB12345678aa00000039,2017-02-12 10:45:24,31253.0,1,0,0,0
60195,BBBBBBBB,BB12345678aa00000098,2017-02-12 10:28:08,93982.0,1,0,0,0
60196,BBBBBBBB,BB12345678aa00000054,2017-02-12 10:15:43,58669.0,1,0,0,0
60197,BBBBBBBB,BB12345678aa00000128,2017-02-12 10:55:13,35659.0,1,0,0,0
60198,BBBBBBBB,BB12345678aa00000184,2017-02-12 11:11:01,10832.0,1,0,0,0
60199,BBBBBBBB,BB12345678aa00000114,2017-02-12 10:17:28,28768.0,1,0,0,0
60200,BBBBBBBB,BB12345678aa00000009,2017-02-12 10:19:43,28387.0,1,0,0,0
60201,BBBBBBBB,BB12345678aa00000088,2017-02-12 10:49:55,75177.0,1,0,0,0
60202,BBBBBBBB,BB12345678aa00000094,2017-02-12 10:58:08,7157.0,1,0,0,0
60203,BBBBBBBB,BB12345678aa00000162,2017-02-12 10:13:53,56363.0,1,0,0,0
60204,BBBBBBBB,BB12345678aa00000117,2017-02-12 10:25:32,88051.0,1,0,0,0
60205,BBBBBBBB,BB12345678aa00000024,2017-02-12 10:33:24,27140.0,1,0,0,0
60206,BBBBBBBB,BB12345678aa00000009,2017-02-12 10:39:16,38740.0,1,0,0,0
60207,BBBBBBBB,BB12345678aa00000148,2017-02-12 11:00:26,92947.0,1,0,0,0
60208,BBBBBBBB,BB12345678aa00000072,2017-02-12 10:11:51,64705.0,1,0,0,0
60209,BBBBBBBB,BB12345678aa00000024,2017-02-12 10:31:21,17318.0,1,0,0,0
60210,BBBBBBBB,BB12345678aa00000057,2017-02-12 10:26:37,71944.0,1,0,0,0
60211,BBBBBBBB,BB12345678aa00000141,2017-02-12 10:22:37,15299.0,1,0,0,0
60212,BBBBBBBB,BB12345678aa00000134,2017-02-12 11:03:03,14123.0,1,0,0,0
60213,BBBBBBBB,BB12345678aa00000163,2017-02-12 10:49:31,18062.0,1,0,0,0
60214,BBBBBBBB,BB12345678aa00000021,2017-02-12 10:39:37,53240.0,1,0,0,0
60215,BBBBBBBB,BB12345678aa00000160,2017-02-12 10:28:56,29992.0,1,0,0,0
60216,BBBBBBBB,BB12345678aa00000024,2017-02-12 10:17:38,22564.0,1,0,0,0
60217,BBBBBBBB,BB12345678aa00000147,2017-02-12 10:16:43,85876.0,1,0,0,0
60218,BBBBBBBB,BB12345678aa00000173,2017-02-12 10:22:23,62956.0,1,0,0,0
60219,BBBBBBBB,BB12345678aa00000092,2017-02-12 10:24:06,2326.0,1,0,0,0
60220,BBBBBBBB,BB12345678aa00000045,2017-02-12 11:07:37,94544.0,1,0,0,0
60221,BBBBBBBB,BB12345678aa00000138,2017-02-12 10:28:25,86573.0,1,0,0,0
60222,BBBBBBBB,BB12345678aa00000149,2017-02-12 11:02:03,59936.0,1,0,0,0
60223,BBBBBBBB,BB12345678aa00000091,2017-02-12 11:05:58,21431.0,1,0,0,0
60224,BBBBBBBB,BB12345678aa00000093,2017-02-12 10:35:52,31294.0,1,0,0,0
60225,BBBBBBBB,BB12345678aa00000118,2017-02-12 10:57:42,15545.0,1,0,0,0
60226,BBBBBBBB,BB12345678aa00000062,2017-02-12 10:18:41,58342.0,1,0,0,0
60227,BBBBBBBB,BB12345678aa00000126,2017-02-12 10:33:15,66456.0,1,0,0,0
60228,BBBBBBBB,BB12345678aa00000104,2017-02-12 10:22:47,52305.0,1,0,0,0
60229,BBBBBBBB,BB12345678aa00000016,2017-02-12 11:02:18,7175.0,1,0,0,0
60230,BBBBBBBB,BB12345678aa00000025,2017-02-12 10:44:01,49062.0,1,0,0,0
60231,BBBBBBBB,BB12345678aa00000198,2017-02-12 10:23:05,9816.0,1,0,0,0
60232,BBBBBBBB,BB12345678aa00000183,2017-02-12 10:55:30,68780.0,1,0,0,0
60233,BBBBBBBB,BB12345678aa00000140,2017-02-12 10:46:19,90778.0,1,0,0,0
60234,BBBBBBBB,BB12345678aa00000010,2017-02-12 10:34:38,83828.0,1,0,0,0
60235,BBBBBBBB,BB12345678aa00000051,2017-02-12 10:55:44,75664.0,1,0,0,0
60236,BBBBBBBB,BB12345678aa00000179,2017-02-12 10:40:42,40085.0,1,0,0,0
60237,CCCCCCCC,CC12345678aa00000238,2017-02-13 15:19:57,28662.0,1,0,0,0
60238,CCCCCCCC,CC12345678aa00000262,2017-02-13 15:12:34,82820.0,1,0,0,0
60239,CCCCCCCC,CC12345678aa00000074,2017-02-13 15:25:47,10028.0,1,0,0,0
60240,CCCCCCCC,CC12345678aa00000357,2017-02-13 16:06:48,588.0,1,0,0,0
60241,CCCCCCCC,CC12345678aa00000265,2017-02-13 15:20:10,85096.0,1,0,0,0
60242,CCCCCCCC,CC12345678aa00000193,2017-02-13 15:11:39,34871.0,1,0,0,0
60243,CCCCCCCC,CC12345678aa00000227,2017-02-13 16:02:59,67606.0,1,0,0,0
60244,CCCCCCCC,CC12345678aa00000280,2017-02-13 15:29:10,11310.0,1,0,0,0
60245,CCCCCCCC,CC12345678aa00000101,2017-02-13 16:01:11,33457.0,1,0,0,0
60246,CCCCCCCC,CC12345678aa00000292,2017-02-13 15:29:16,3206.0,1,0,0,0
60247,CCCCCCCC,CC12345678aa00000217,2017-02-13 15:11:57,44903.0,1,0,0,0
60248,CCCCCCCC,CC12345678aa00000398,2017-02-13 15:28:07,13837.0,1,0,0,0
60249,CCCCCCCC,CC12345678aa00000066,2017-02-13 15:11:14,60993.0,1,0,0,0
60250,CCCCCCCC,CC12345678aa00000141,2017-02-13 15:55:43,70330.0,1,0,0,0
60251,CCCCCCCC,CC12345678aa00000296,2017-02-13 15:41:04,28021.0,1,0,0,0
60252,CCCCCCCC,CC12345678aa00000065,2017-02-13 15:37:36,21714.0,1,0,0,0
60253,CCCCCCCC,CC12345678aa00000390,2017-02-13 15:54:28,65506.0,1,0,0,0
60254,CCCCCCCC,CC12345678aa00000144,2017-02-13 16:03:26,26411.0,1,0,0,0
60255,CCCCCCCC,CC12345678aa00000195,2017-02-13 15:46:25,25683.0,1,0,0,0
60256,CCCCCCCC,CC12345678aa00000267,2017-02-13 15:19:03,24729.0,1,0,0,0
60257,CCCCCCCC,CC12345678aa00000118,2017-02-13 15:44:14,15240.0,1,0,0,0
60258,CCCCCCCC,CC12345678aa00000383,2017-02-13 15:50:16,55805.0,1,0,0,0
60259,CCCCCCCC,CC12345678aa00000217,2017-02-13 15:21:51,32529.0,1,0,0,0
60260,CCCCCCCC,CC12345678aa00000251,2017-02-13 15:35:59,48009.0,1,0,0,0
60261,CCCCCCCC,CC12345678aa00000202,2017-02-13 16:03:46,2805.0,1,0,0,0
60262,CCCCCCCC,CC12345678aa00000339,2017-02-13 15:55:40,58952.0,1,0,0,0
60263,CCCCCCCC,CC12345678aa00000363,2017-02-13 16:05:25,75937.0,1,0,0,0
60264,CCCCCCCC,CC12345678aa00000327,2017-02-13 16:04:54,39751.0,1,0,0,0
60265,CCCCCCCC,CC12345678aa00000306,2017-02-13 15:55:14,43387.0,1,0,0,0
60266,CCCCCCCC,CC12345678aa00000211,2017-02-13 16:09:08,96034.0,1,0,0,0
60267,CCCCCCCC,CC12345678aa00000142,2017-02-13 15:50:55,73014.0,1,0,0,0
60268,CCCCCCCC,CC12345678aa00000261,2017-02-13 15:49:45,99113.0,1,0,0,0
60269,CCCCCCCC,CC12345678aa00000064,2017-02-13 15:37:34,79756.0,1,0,0,0
60270,CCCCCCCC,CC12345678aa00000133,2017-02-13 16:10:28,77403.0,1,0,0,0
60271,CCCCCCCC,CC12345678aa00000367,2017-02-13 15:22:25,17566.0,1,0,0,0
60272,CCCCCCCC,CC12345678aa00000330,2017-02-13 15:19:40,44604.0,1,0,0,0
60273,CCCCCCCC,CC12345678aa00000159,2017-02-13 15:56:02,22672.0,1,0,0,0
60274,CCCCCCCC,CC12345678aa00000183,2017-02-13 15:46:42,60120.0,1,0,0,0
60275,CCCCCCCC,CC12345678aa00000138,2017-02-13 15:44:39,95333.0,1,0,0,0
60276,CCCCCCCC,CC12345678aa00000000,2017-02-13 16:00:05,51840.0,1,0,0,0
60277,CCCCCCCC,CC12345678aa00000213,2017-02-13 15:17:37,57343.0,1,0,0,0
60278,CCCCCCCC,CC12345678aa00000169,2017-02-13 15:28:05,7206.0,1,0,0,0
60279,CCCCCCCC,CC12345678aa00000339,2017-02-13 15:39:41,70916.0,1,0,0,0
60280,CCCCCCCC,CC12345678aa00000017,2017-02-13 15:42:04,80567.0,1,0,0,0
60281,CCCCCCCC,CC12345678aa00000043,2017-02-13 15:11:48,98826.0,1,0,0,0
60282,CCCCCCCC,CC12345678aa00000038,2017-02-13 15:40:15,86234.0,1,0,0,0
60283,CCCCCCCC,CC12345678aa00000047,2017-02-13 15:58:36,83978.0,1,0,0,0
